,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,0.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0,137.0,206.0,71.0,160.0,40.0,57.0,108.0,84.0
1,40.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
2,194.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
3,76.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
4,13.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
5,22.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
6,91.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
7,117.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
8,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
9,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
10,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
11,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
12,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
13,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
14,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
15,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
16,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
17,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
18,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
19,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
20,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
21,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
22,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
23,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
24,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
25,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
26,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
27,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
28,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
29,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
30,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
31,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
32,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
33,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
34,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
35,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
36,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
37,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
38,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
39,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
40,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
41,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
42,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0
43,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0
44,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0
45,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0
46,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0
47,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0
48,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0
49,40.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,97.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0,0.0,303.0,183.0,149.0,165.0,161.0,216.0,97.0
50,194.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,160.0,245.0,247.0,218.0,279.0,159.0,274.0,274.0,0.0,245.0,247.0,218.0,279.0,159.0,274.0
51,76.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,117.0,115.0,91.0,146.0,142.0,142.0,142.0,233.0,0.0,115.0,91.0,146.0,142.0,142.0
52,13.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,147.0,188.0,183.0,238.0,199.0,199.0,326.0,206.0,0.0,188.0,183.0,238.0,199.0
53,22.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,62.0,62.0,112.0,31.0,31.0,200.0,80.0,45.0,0.0,62.0,112.0,31.0
54,91.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,148.0,143.0,144.0,144.0,235.0,119.0,117.0,93.0,0.0,143.0,144.0
55,117.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,88.0,187.0,187.0,158.0,163.0,160.0,134.0,192.0,0.0,187.0
56,40.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,44.0,44.0,250.0,130.0,96.0,112.0,108.0,163.0,0.0
